turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
1,2023.1,HELDE ARAUJO DOMINGOS,24N12,6,25.0,PAT AT 100,ECO0270,548
2,2023.1,PEDRO HENRIQUE ZUCHI DA CONCEICAO,35M34,1,1.0,a definir,ECO0270,548
1,2023.1,MARCELO DE OLIVEIRA TORRES,24N34,35,50.0,BSA S B1 54/13,ECO0272,548
1,2023.1,MOISES DE ANDRADE RESENDE FILHO,24N34,10,40.0,PAT AT 068,ECO0274,548
2,2023.1,JORGE MADEIRA NOGUEIRA,24T45,1,1.0,a definir,ECO0274,548
1,2023.1,HELDE ARAUJO DOMINGOS,24N34,10,40.0,PAT AT 069,ECO0275,548
1,2023.1,JORGE MADEIRA NOGUEIRA,24N12,16,25.0,BSA S A2 16/22,ECO0276,548
1,2023.1,GEOVANA LORENA BERTUSSI,46M5  46T1,14,40.0,PAT AT 029,ECO0279,548
1,2023.1,MAURICIO SOARES BUGARIN,35M5  35T1 (28/03/2023 - 25/07/2023),14,30.0,PAT AT 036,ECO0280,548
1,2023.1,ROBERTO DE GOES ELLERY JUNIOR,2M34 6M12 (28/03/2023 - 25/07/2023),75,75.0,BSA N AT 39/41,ECO0284,548
1,2023.1,ANA LUCIA DA SILVA,5T23,43,43.0,PJC BT 101,ENF0001,422
1,2023.1,SIMONE ROQUE MAZONI,5T23,43,43.0,PJC BT 101,ENF0001,422
2,2023.1,REJANE ANTONELLO GRIBOSKI,23456M12345,2,2.0,Paranoá Parque,ENF0005,422
3,2023.1,LEIDES BARROSO DE AZEVEDO MOURA,23456M12345,1,1.0,Itapoã,ENF0005,422
4,2023.1,MONICA CHIODI TOSCANO DE CAMPOS,23456M12345,0,1.0,Vicente Pires,ENF0005,422
5,2023.1,KATIUSCIA LARSEN DE ABREU AGUIAR,23456T12345,1,1.0,Lago Norte,ENF0005,422
6,2023.1,MARIA RAQUEL GOMES MAIA PIRES,23456T12345,1,1.0,Varjão,ENF0005,422
1,2023.1,ALINE OLIVEIRA SILVEIRA,23456M12345,1,1.0,UCIN/HUB,ENF0006,422
2,2023.1,ALISSON FERNANDES BOLINA,23456M12345,1,1.0,Agência Transfusional/HUB,ENF0006,422
3,2023.1,ANDREIA GUEDES OLIVA FERNANDES,23456M12345,2,2.0,CPA/HUB,ENF0006,422
4,2023.1,DANIELLA SOARES DOS SANTOS,23456M12345,2,2.0,Centro Obstétrico/HUB,ENF0006,422
5,2023.1,FERNANDA LETICIA FRATES CAUDURO,23456M12345,1,1.0,Divisão de Enfermagem/HUB,ENF0006,422
5,2023.1,LARA MABELLE MILFONT BOECKMANN,23456M12345,1,1.0,Divisão de Enfermagem/HUB,ENF0006,422
8,2023.1,ANDREA MATHES FAUSTINO,23456M12345,2,2.0,Clínica Médica/HUB,ENF0006,422
9,2023.1,PRISCILA DA SILVA ANTONIO,23456M12345,1,1.0,DSQVT/HUB,ENF0006,422
10,2023.1,PRISCILA DA SILVA ANTONIO,23456M12345,1,1.0,Saúde do Trabalhador/HUB,ENF0006,422
11,2023.1,SIMONE ROQUE MAZONI,23456M12345,1,1.0,Centro Cirúrgico/HUB,ENF0006,422
12,2023.1,SOLANGE BARALDI,23456M12345,1,1.0,Hemodinâmica/HUB,ENF0006,422
13,2023.1,SOLANGE BARALDI,23456M12345,2,2.0,UTI/HUB,ENF0006,422
15,2023.1,RITA DE CASSIA MELAO DE MORAIS,23456M12345,2,2.0,UCA/HUB,ENF0006,422
16,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,23456M12345,1,1.0,Núcleo de Segurança do Paciente/HUB,ENF0006,422
17,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,23456M12345,1,1.0,Vigilância em Saúde/HUB,ENF0006,422
18,2023.1,MARIA APARECIDA GUSSI,23456M12345,1,1.0,CAPS Taguatinga,ENF0006,422
19,2023.1,FABIOLA MARA GONCALVES DE SIQUEIRA AMARAL,23456M12345,1,1.0,Enfermaria Cirúrgia/HCB,ENF0006,422
20,2023.1,FABIOLA MARA GONCALVES DE SIQUEIRA AMARAL,23456M12345,1,1.0,UTI/HCB,ENF0006,422
21,2023.1,ALINE OLIVEIRA SILVEIRA,23456T12345,1,1.0,UCIN/HUB,ENF0006,422
22,2023.1,ANDREIA GUEDES OLIVA FERNANDES,23456T12345,1,1.0,CPA/HUB,ENF0006,422
23,2023.1,SOLANGE BARALDI,23456T12345,1,1.0,Hemodinâmica/HUB,ENF0006,422
24,2023.1,SOLANGE BARALDI,23456T12345,1,1.0,UTI/HUB,ENF0006,422
25,2023.1,MARIA CRISTINA SOARES RODRIGUES,23456M12345,1,1.0,Consultar na coordenação.,ENF0006,422
1,2023.1,ALINE OLIVEIRA SILVEIRA,7T23,1,1.0,A definir,ENF0007,422
2,2023.1,ANDREIA GUEDES OLIVA FERNANDES,7T23,2,2.0,A definir,ENF0007,422
3,2023.1,CARLA TARGINO DA SILVA BRUNO,7T23,0,1.0,A definir,ENF0007,422
4,2023.1,PAULA ELAINE DINIZ DOS REIS,7T23,1,2.0,A definir,ENF0007,422
5,2023.1,GISELE MARTINS,7T23,1,2.0,A definir,ENF0007,422
6,2023.1,MARIA DA GLORIA LIMA,7T23,0,2.0,A definir,ENF0007,422
7,2023.1,KEILA CRISTIANNE TRINDADE DA CRUZ,7T23,1,1.0,A definir,ENF0007,422
8,2023.1,MARIA RAQUEL GOMES MAIA PIRES,7T23,2,2.0,A definir,ENF0007,422
9,2023.1,RITA DE CASSIA MELAO DE MORAIS,7T23,1,1.0,A definir,ENF0007,422
10,2023.1,SOLANGE BARALDI,7T23,0,1.0,A definir,ENF0007,422
11,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,7T23,0,2.0,A definir,ENF0007,422
12,2023.1,REJANE ANTONELLO GRIBOSKI,7T23,1,1.0,A definir,ENF0007,422
13,2023.1,PRISCILA DA SILVA ANTONIO,7T23,0,1.0,a definir,ENF0007,422
1,2023.1,ALINE OLIVEIRA SILVEIRA,7T4,0,1.0,A definir,ENF0009,422
2,2023.1,ANDREA MATHES FAUSTINO,7T4,0,1.0,A definir,ENF0009,422
3,2023.1,ANDREIA GUEDES OLIVA FERNANDES,7T4,0,2.0,A definir,ENF0009,422
4,2023.1,FERNANDA LETICIA FRATES CAUDURO,7T4,0,4.0,A definir,ENF0009,422
6,2023.1,REJANE ANTONELLO GRIBOSKI,7T4,0,1.0,A definir,ENF0009,422
7,2023.1,SOLANGE BARALDI,7T4,0,1.0,A definir,ENF0009,422
1,2023.1,ALINE OLIVEIRA SILVEIRA,7T56,1,1.0,A definir,ENF0010,422
2,2023.1,ANDREA MATHES FAUSTINO,7T56,1,1.0,A definir,ENF0010,422
3,2023.1,PAULA ELAINE DINIZ DOS REIS,7T56,1,1.0,A definir,ENF0010,422
4,2023.1,MARIA DA GLORIA LIMA,7T56,1,1.0,A definir,ENF0010,422
5,2023.1,KEILA CRISTIANNE TRINDADE DA CRUZ,7T56,1,1.0,A definir,ENF0010,422
6,2023.1,SOLANGE BARALDI,7T56,1,2.0,A definir,ENF0010,422
7,2023.1,PAULO HENRIQUE FERNANDES DOS SANTOS,7T56,1,1.0,A definir,ENF0010,422
1,2023.1,BEATRIZ REGINA LIMA DE AGUIAR,5M1234,44,45.0,BSA S A2 16/37,ENF0034,422
1,2023.1,ELAINE BARROS FERREIRA,4M34,49,49.0,BSA S B1 26/10,ENF0047,422
1,2023.1,CHRISTIANE INOCENCIO VASQUES,4M34,49,49.0,BSA S B1 26/10,ENF0047,422
1,2023.1,KEILA CRISTIANNE TRINDADE DA CRUZ,4M34,49,49.0,BSA S B1 26/10,ENF0047,422
1,2023.1,PAULA ELAINE DINIZ DOS REIS,4M34,49,49.0,BSA S B1 26/10,ENF0047,422
1,2023.1,CRISTINE ALVES COSTA DE JESUS,2T45,46,56.0,BSA S B1 19/10,ENF0051,422
1,2023.1,FERNANDA LETICIA FRATES CAUDURO,2T45,46,56.0,BSA S B1 19/10,ENF0051,422
1,2023.1,ANA PAULA FRANCO PACHECO,5M34,61,61.0,BSA S A1 16/22,ENF0054,422
1,2023.1,RICARDO SARAIVA AGUIAR,3T2345,60,60.0,ICC BT 006,ENF0057,422
1,2023.1,PAULO HENRIQUE FERNANDES DOS SANTOS,3T2345,60,60.0,ICC BT 006,ENF0057,422
1,2023.1,PAULO HENRIQUE FERNANDES DOS SANTOS,5M12,60,60.0,BSA S B2 47/13,ENF0058,422
1,2023.1,CHRISTIANE INOCENCIO VASQUES,4T23,6,7.0,BSAS B2 16/9,ENF0059,422
2,2023.1,AMANDA GOMES DE MENESES,4T45,5,7.0,BSAS B2 16/9,ENF0059,422
3,2023.1,ELAINE BARROS FERREIRA,4T45,5,7.0,A definir,ENF0059,422
4,2023.1,AMANDA GOMES DE MENESES,4T23,7,7.0,A definir,ENF0059,422
5,2023.1,PAULA ELAINE DINIZ DOS REIS,4T23,7,7.0,A definir,ENF0059,422
6,2023.1,KEILA CRISTIANNE TRINDADE DA CRUZ,4T45,7,7.0,A definir,ENF0059,422
1,2023.1,AMANDA GOMES DE MENESES,6M12,40,40.0,BSA S B1 34/13,ENF0060,422
1,2023.1,CRISTINE ALVES COSTA DE JESUS,5M34,7,8.0,BSAS B2 16/9,ENF0061,422
2,2023.1,PRISCILA DA SILVA ANTONIO,5M34,8,8.0,A definir,ENF0061,422
3,2023.1,PRISCILA DA SILVA ANTONIO,5M12,8,8.0,BSAS B2 16/9,ENF0061,422
4,2023.1,CRISTINE ALVES COSTA DE JESUS,5M12,8,8.0,A definir,ENF0061,422
5,2023.1,FERNANDA LETICIA FRATES CAUDURO,5M34,7,8.0,A definir,ENF0061,422
6,2023.1,FERNANDA LETICIA FRATES CAUDURO,5M12,8,8.0,A definir,ENF0061,422
1,2023.1,LEIDES BARROSO DE AZEVEDO MOURA,3M123  2T234,31,45.0,ICC AT 158/19,ENF0062,422
1,2023.1,ANA PAULA FRANCO PACHECO,3M123  2T234,31,45.0,ICC AT 158/19,ENF0062,422
1,2023.1,PEDRO SADI MONTEIRO,3M123  2T234,31,45.0,ICC AT 158/19,ENF0062,422
1,2023.1,KATIUSCIA LARSEN DE ABREU AGUIAR,3M123  2T234,31,45.0,ICC AT 158/19,ENF0062,422
1,2023.1,CARLA TARGINO DA SILVA BRUNO,3M123  2T234,31,45.0,ICC AT 158/19,ENF0062,422
1,2023.1,BEATRIZ REGINA LIMA DE AGUIAR,3M123  2T234,31,45.0,ICC AT 158/19,ENF0062,422
1,2023.1,ANDREA MATHES FAUSTINO,3M123  2T234,31,45.0,ICC AT 158/19,ENF0062,422
1,2023.1,BEATRIZ REGINA LIMA DE AGUIAR,2M1234  3T2345,4,5.0,A definir,ENF0063,422
2,2023.1,ANA PAULA FRANCO PACHECO,2M1234  3T2345,5,6.0,A definir,ENF0063,422
3,2023.1,ANDREA MATHES FAUSTINO,2M1234  3T2345,4,5.0,A definir,ENF0063,422
4,2023.1,CARLA TARGINO DA SILVA BRUNO,2M1234  3T2345,5,6.0,A definir,ENF0063,422
5,2023.1,PEDRO SADI MONTEIRO,2M1234  3T2345,5,5.0,A definir,ENF0063,422
6,2023.1,LEIDES BARROSO DE AZEVEDO MOURA,2M1234  3T2345,4,5.0,A definir,ENF0063,422
7,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,2M1234  3T2345,5,6.0,A definir,ENF0063,422
8,2023.1,KATIUSCIA LARSEN DE ABREU AGUIAR,2M1234  3T2345,4,5.0,A definir,ENF0063,422
1,2023.1,DIANA LUCIA MOURA PINHO,3M34,14,20.0,BSA S B2 19/9,ENF0064,422
1,2023.1,ANDREIA GUEDES OLIVA FERNANDES,3M34,14,20.0,BSA S B2 19/9,ENF0064,422
1,2023.1,SOLANGE BARALDI,3M34,14,20.0,BSA S B2 19/9,ENF0064,422
1,2023.1,MARIA DA GLORIA LIMA,56M1234,4,4.0,A definir,ENF0065,422
2,2023.1,MARIA APARECIDA GUSSI,56M1234,4,4.0,A definir,ENF0065,422
3,2023.1,MOEMA DA SILVA BORGES,56M1234,4,4.0,A definir,ENF0065,422
4,2023.1,MARIA CRISTINA SOARES RODRIGUES,56M1234,4,4.0,A definir,ENF0065,422
4,2023.1,ANA LUCIA DA SILVA,56M1234,4,4.0,A definir,ENF0065,422
5,2023.1,SIMONE ROQUE MAZONI,56M1234,4,4.0,A definir,ENF0065,422
6,2023.1,SIMONE ROQUE MAZONI,56M1234,4,4.0,A definir,ENF0065,422
6,2023.1,MARIA CRISTINA SOARES RODRIGUES,56M1234,4,4.0,A definir,ENF0065,422
6,2023.1,ANA LUCIA DA SILVA,56M1234,4,4.0,A definir,ENF0065,422
7,2023.1,ANDREIA GUEDES OLIVA FERNANDES,56M1234,4,4.0,A definir,ENF0065,422
8,2023.1,SOLANGE BARALDI,56M1234,4,4.0,A definir,ENF0065,422
9,2023.1,SOLANGE BARALDI,56M1234,4,4.0,A definir,ENF0065,422
9,2023.1,ANDREIA GUEDES OLIVA FERNANDES,56M1234,4,4.0,A definir,ENF0065,422
1,2023.1,REJANE ANTONELLO GRIBOSKI,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,FABIOLA MARA GONCALVES DE SIQUEIRA AMARAL,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,GISELE MARTINS,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,LARA MABELLE MILFONT BOECKMANN,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,MONICA CHIODI TOSCANO DE CAMPOS,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,RITA DE CASSIA MELAO DE MORAIS,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,MARIANA ANDRE HONORATO FRANZOI,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,ALINE OLIVEIRA SILVEIRA,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,DANIELLA SOARES DOS SANTOS,45T2345,24,30.0,PJC BT 108,ENF0066,422
1,2023.1,RITA DE CASSIA MELAO DE MORAIS,45M12345,4,5.0,A definir,ENF0067,422
2,2023.1,MARIANA ANDRE HONORATO FRANZOI,45M12345,4,5.0,A definir,ENF0067,422
3,2023.1,DANIELLA SOARES DOS SANTOS,45M12345,5,5.0,A definir,ENF0067,422
3,2023.1,MONICA CHIODI TOSCANO DE CAMPOS,45M12345,5,5.0,A definir,ENF0067,422
4,2023.1,REJANE ANTONELLO GRIBOSKI,45M12345,4,5.0,A definir,ENF0067,422
5,2023.1,LARA MABELLE MILFONT BOECKMANN,45M12345,5,5.0,A definir,ENF0067,422
6,2023.1,ALINE OLIVEIRA SILVEIRA,45M12345,4,5.0,A definir,ENF0067,422
6,2023.1,FABIOLA MARA GONCALVES DE SIQUEIRA AMARAL,45M12345,4,5.0,A definir,ENF0067,422
1,2023.1,ALISSON FERNANDES BOLINA,3M34 4M1234,3,5.0,A definir,ENF0068,422
2,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,3M34 4M1234,3,5.0,A definir,ENF0068,422
2,2023.1,ALISSON FERNANDES BOLINA,3M34 4M1234,3,5.0,A definir,ENF0068,422
3,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,3M34 4M1234,4,5.0,A definir,ENF0068,422
4,2023.1,MARIA RAQUEL GOMES MAIA PIRES,3M34 4M1234,4,5.0,A definir,ENF0068,422
5,2023.1,PAULO HENRIQUE FERNANDES DOS SANTOS,3M34 4M1234,4,5.0,A definir,ENF0068,422
6,2023.1,RICARDO SARAIVA AGUIAR,3M34 4M1234,4,5.0,A definir,ENF0068,422
1,2023.1,AMANDA GOMES DE MENESES,6M34,2,40.0,BSA S B1 19/13,ENF0069,422
1,2023.1,ALINE OLIVEIRA SILVEIRA,7M3,1,1.0,A definir,ENF0073,422
2,2023.1,ALISSON FERNANDES BOLINA,7M3,2,2.0,A definir,ENF0073,422
3,2023.1,ANDREA MATHES FAUSTINO,7M3,3,3.0,A definir,ENF0073,422
4,2023.1,ANDREIA GUEDES OLIVA FERNANDES,7M3,1,1.0,A definir,ENF0073,422
5,2023.1,CARLA TARGINO DA SILVA BRUNO,7M3,1,1.0,A definir,ENF0073,422
6,2023.1,PAULA ELAINE DINIZ DOS REIS,7M3,2,2.0,A definir,ENF0073,422
7,2023.1,GISELE MARTINS,7M3,1,1.0,A definir,ENF0073,422
8,2023.1,MARIA DA GLORIA LIMA,7M3,1,2.0,A definir,ENF0073,422
10,2023.1,KEILA CRISTIANNE TRINDADE DA CRUZ,7M3,1,1.0,A definir,ENF0073,422
12,2023.1,LARA MABELLE MILFONT BOECKMANN,7M3,2,2.0,A definir,ENF0073,422
13,2023.1,MONICA CHIODI TOSCANO DE CAMPOS,7M3,1,1.0,A definir,ENF0073,422
14,2023.1,RITA DE CASSIA MELAO DE MORAIS,7M3,2,2.0,A definir,ENF0073,422
15,2023.1,SIMONE ROQUE MAZONI,7M3,3,3.0,A definir,ENF0073,422
16,2023.1,SOLANGE BARALDI,7M3,2,2.0,A definir,ENF0073,422
17,2023.1,PAULO HENRIQUE FERNANDES DOS SANTOS,7M3,2,2.0,A definir,ENF0073,422
18,2023.1,PRISCILA DA SILVA ANTONIO,7M3,1,2.0,A definir,ENF0073,422
19,2023.1,ANA LUCIA DA SILVA,7M3,1,1.0,A definir,ENF0073,422
20,2023.1,REJANE ANTONELLO GRIBOSKI,7M3,1,1.0,A definir,ENF0073,422
21,2023.1,MARIA APARECIDA GUSSI,7M3,1,1.0,A definir,ENF0073,422
1,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,5T23,36,45.0,BSA S B1 11/13,ENF0081,422
1,2023.1,MARIA RAQUEL GOMES MAIA PIRES,5T23,36,45.0,BSA S B1 11/13,ENF0081,422
1,2023.1,MARIA DA GLORIA LIMA,4M1234,47,50.0,BSA S BT 34/10,ENF0082,422
1,2023.1,MARIA APARECIDA GUSSI,4M1234,47,50.0,BSA S BT 34/10,ENF0082,422
1,2023.1,ALISSON FERNANDES BOLINA,3M12,22,40.0,BSA S B2  41/10,ENF0084,422
1,2023.1,PRISCILA DA SILVA ANTONIO,5T23,39,39.0,PJC BT 124,ENF0085,422
1,2023.1,PAULA ELAINE DINIZ DOS REIS,2M12  2T45,8,10.0,A definir,ENF0086,422
2,2023.1,CHRISTIANE INOCENCIO VASQUES,2M1234,10,10.0,BSAS B2 16/9,ENF0086,422
3,2023.1,ELAINE BARROS FERREIRA,2M1234,10,10.0,A definir,ENF0086,422
4,2023.1,KEILA CRISTIANNE TRINDADE DA CRUZ,2M12  2T45,9,10.0,A definir,ENF0086,422
1,2023.1,CRISTINE ALVES COSTA DE JESUS,3M12  2T23,12,12.0,ICC AT 104,ENF0087,422
2,2023.1,FERNANDA LETICIA FRATES CAUDURO,3M12  2T23,12,12.0,A definir,ENF0087,422
3,2023.1,CRISTINE ALVES COSTA DE JESUS,3M34  2T23,12,12.0,A definir,ENF0087,422
4,2023.1,FERNANDA LETICIA FRATES CAUDURO,3M34  2T23,11,11.0,A definir,ENF0087,422
1,2023.1,ALISSON FERNANDES BOLINA,2T23,54,58.0,ICC BT 006,ENF0182,422
1,2023.1,THATIANNY TANFERRI DE BRITO PARANAGUA,2T23,54,58.0,ICC BT 006,ENF0182,422
1,2023.1,YOVANKA PEREZ GINORIS,26M34,13,40.0,FT/ENC/CT-34/15,ENC0001,437
1,2023.1,CONCEICAO DE MARIA ALBUQUERQUE ALVES,2M12,26,40.0,FT/ENC/CT-43/15,ENC0002,437
1,2023.1,RICARDO TEZINI MINOTI,6M34,28,30.0,SG-12/AT-26/14,ENC0003,437
1,2023.1,ALEXANDRE KEPLER SOARES,35M12,10,40.0,FT/ENC/CT-34/15,ENC0004,437
1,2023.1,FRANCISCO JAVIER CONTRERAS PINEDA,35M12,10,40.0,FT/ENC/CT-34/15,ENC0004,437
1,2023.1,ARIUSKA KARLA BARBOSA AMORIM,35M34,19,40.0,FT/ENC/CT-43/15,ENC0007,437
1,2023.1,CRISTINA CELIA SILVEIRA BRANDAO,46M34,15,40.0,FT/ENC/CT-43/15,ENC0010,437
1,2023.1,NESTOR ALDO CAMPANA,5T6  5N1,17,40.0,FT/ENC/CT-43/15,ENC0013,437
1,2023.1,RICARDO TEZINI MINOTI,46M12,8,40.0,FT/ENC/CT-16/15,ENC0015,437
1,2023.1,ANDRE LUIS BRASIL CAVALCANTE,24T23,20,40.0,FT/ENC/CT-52/15 E ULEG SALA 03,ENC0016,437
1,2023.1,EDUARDO MONTOYA BOTERO,24T23,20,40.0,FT/ENC/CT-52/15 E ULEG SALA 03,ENC0016,437
1,2023.1,CRISTINA CELIA SILVEIRA BRANDAO,4T6  4N1,13,20.0,SG-12/AT-35/14,ENC0019,437
1,2023.1,ARIUSKA KARLA BARBOSA AMORIM,4M34,6,20.0,FT/ENC/CT-34/15,ENC0020,437
1,2023.1,OSCAR DE MORAES CORDEIRO NETTO,35M12,20,40.0,FT/ENC/CT-43/15,ENC0026,437
1,2023.1,CONCEICAO DE MARIA ALBUQUERQUE ALVES,35M34,9,40.0,FT/ENC/CT-16/15,ENC0031,437
1,2023.1,RICARDO TEZINI MINOTI,35M34,9,40.0,FT/ENC/CT-16/15,ENC0031,437
1,2023.1,JOAQUIM JOSE GUILHERME DE ARAGAO,24T45,12,30.0,FT/ENC/CT-25/15,ENC0034,437
1,2023.1,ANTONIO CARLOS DE OLIVEIRA MIRANDA,24T23,10,30.0,FT/ENC/CT-16/15,ENC0035,437
2,2023.1,GUILHERME SANTANA ALENCAR,24M34,28,30.0,FT/ENC/AUDITÓRIO,ENC0035,437
3,2023.1,RAMON SALENO YURE RUBIM COSTA SILVA,46N12,30,30.0,FT/ENC/CT-43/15,ENC0035,437
4,2023.1,RODRIGO DE MELO LAMEIRAS,46M12,24,30.0,FT/ENC/CT-34/15,ENC0035,437
1,2023.1,DIRCEU SILVEIRA REIS JUNIOR,24T45 3T6,30,40.0,FT/ENC/CT-43/15,ENC0037,437
2,2023.1,DIRCEU SILVEIRA REIS JUNIOR,2T6 35T45,19,40.0,FT/ENC/CT-43/15,ENC0037,437
1,2023.1,CLAUDIA MARCIA COUTINHO GURJAO,35M12,25,40.0,ULEG/SALA DE METODOLOGIAS ATIVAS,ENC0038,437
1,2023.1,FRANCISCO EVANGELISTA JUNIOR,35T6  35N1,5,15.0,FT/ENC/CT-16/15 e ULEG Sala 03,ENC0040,437
1,2023.1,RAMON SALENO YURE RUBIM COSTA SILVA,35T6  35N1,5,15.0,FT/ENC/CT-16/15 e ULEG Sala 03,ENC0040,437
1,2023.1,ADELAYDA PALLAVICINI FONSECA,2M1234,13,30.0,FT/ENC/CT-16/15,ENC0042,437
1,2023.1,PASTOR WILLY GONZALES TACO,24T45,29,30.0,FT/ENC/CT-52/15 E ULEG SALA 05,ENC0044,437
1,2023.1,LEONARDO DA SILVEIRA PIRILLO INOJOSA,35T45,29,30.0,ULEG/SALA DE METODOLOGIAS ATIVAS,ENC0045,437
1,2023.1,FABIO ZANCHETTA,35T23,13,30.0,FT/ENC/SALA DE REUNIÕES,ENC0049,437
1,2023.1,GREGORIO LUIS SILVA ARAUJO,4M34,9,15.0,FT/ENC/CT-75/15,ENC0050,437
1,2023.1,FRANCISCO JAVIER CONTRERAS PINEDA,35T23,10,40.0,FT/ENC/CT-25/15,ENC0052,437
1,2023.1,WAGNER SANTOS DE ALMEIDA,35T23,22,24.0,SG-12/AT-26/14 e ULEG SALA 05,ENC0053,437
2,2023.1,WAGNER SANTOS DE ALMEIDA,35T45,21,24.0,SG-12/AT-26/14 e ULEG SALA 05,ENC0053,437
3,2023.1,FELIX ALVES DA SILVA JUNIOR,24T23,23,24.0,SG-12/MINI AUDITÓRIO,ENC0053,437
5,2023.1,LEONARDO DA SILVEIRA PIRILLO INOJOSA,24T45,23,24.0,SG-12/AT-26/14 e ULEG SALA 03,ENC0053,437
6,2023.1,ELEUDO ESTEVES DE ARAUJO SILVA JUNIOR,35M34,25,25.0,SG-12/AT-26/14 e ULEG SALA 05,ENC0053,437
7,2023.1,LENILDO SANTOS DA SILVA,35M12,25,25.0,SG-12/AT-26/14 e ULEG SALA 03,ENC0053,437
8,2023.1,GEOVANI FERREIRA ALVES,6T2345,24,24.0,SG-12/MINI AUDITÓRIO e ULEG SALA 01,ENC0053,437
1,2023.1,GREGORIO LUIS SILVA ARAUJO,35M34,4,15.0,FT/ENC/SALA DE REUNIÕES,ENC0121,437
1,2023.1,JUAN FELIX RODRIGUEZ REBOLLEDO,35M34,4,15.0,FT/ENC/SALA DE REUNIÕES,ENC0121,437
2,2023.1,MARCIO MUNIZ DE FARIAS,35T45,14,15.0,SG-12/AT-35/14,ENC0121,437
1,2023.1,EVANGELOS DIMITRIOS CHRISTAKOU,46T45,20,20.0,ULEG/SALA 03,ENC0128,437
2,2023.1,EVANGELOS DIMITRIOS CHRISTAKOU,46T23,21,21.0,ULEG/SALA 03,ENC0128,437
3,2023.1,EVANGELOS DIMITRIOS CHRISTAKOU,35M34,19,20.0,ULEG/SALA 04,ENC0128,437
3,2023.1,FELIX ALVES DA SILVA JUNIOR,35M34,19,20.0,ULEG/SALA 04,ENC0128,437
1,2023.1,GUILHERME SANTANA ALENCAR,24T23,18,25.0,SG-12/AT-26/14,ENC0132,437
2,2023.1,MARCOS HONORATO DE OLIVEIRA,46M34,27,27.0,FT/ENC/CT-25/15,ENC0132,437
1,2023.1,GILBERTO GOMES,46M34,34,35.0,SG-12/AT-42/15,ENC0133,437
1,2023.1,WILLIAM TAYLOR MATIAS SILVA,46M12,10,20.0,FT/ENC/CT-43/15,ENC0134,437
2,2023.1,ARTUR ANTONIO DE ALMEIDA PORTELA,35T23,15,20.0,FT/ENC/CT-52/15,ENC0134,437
1,2023.1,LINEU JOSE PEDROSO,35T23,19,30.0,FT/ENC/CT-34/15,ENC0135,437
2,2023.1,RAMON SALENO YURE RUBIM COSTA SILVA,46M34,36,37.0,SG-12/AT-35/14,ENC0135,437
1,2023.1,GRACIELA NORA DOZ DE CARVALHO,24T23,7,18.0,FT/ENC/SALA DE REUNIÕES,ENC0137,437
2,2023.1,ARTUR ANTONIO DE ALMEIDA PORTELA,24T23,12,18.0,SG-12/AT-35/14,ENC0137,437
1,2023.1,LENILDO SANTOS DA SILVA,24N12,2,15.0,FT/ENC/CT-52/15,ENC0139,437
1,2023.1,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA,24M34,21,40.0,FT/ENC/CT-52/15,ENC0140,437
1,2023.1,MICHELE TEREZA MARQUES CARVALHO,24M12,26,42.0,ULEG/SALA DE METODOLOGIAS ATIVAS,ENC0145,437
1,2023.1,MARCOS HONORATO DE OLIVEIRA,46M12,9,30.0,FT/ENC/CT-25/15,ENC0146,437
1,2023.1,JOSE HUMBERTO MATIAS DE PAULA,46M34,13,30.0,FT/ENC/CT-16/15,ENC0148,437
1,2023.1,VLADIMIR VILLAVERDE BARBAN,46M12,6,15.0,FT/ENC/SALA DE REUNIÕES,ENC0151,437
1,2023.1,VLADIMIR VILLAVERDE BARBAN,46M34,5,16.0,FT/ENC/SALA DE REUNIÕES,ENC0152,437
1,2023.1,RAMON SALENO YURE RUBIM COSTA SILVA,46M12,5,15.0,FT/ENC/CT-75/15,ENC0154,437
1,2023.1,NESTOR ALDO CAMPANA,24T23,5,30.0,FT/ENC/CT-25/15,ENC0165,437
1,2023.1,NESTOR ALDO CAMPANA,35T23,26,40.0,FT/ENC/CT-43/15,ENC0166,437
2,2023.1,SERGIO KOIDE,24T6  24N1,26,40.0,SG-12/AT-42/15,ENC0166,437
1,2023.1,OSCAR DE MORAES CORDEIRO NETTO,35M34,22,40.0,FT/ENC/AUDITÓRIO,ENC0168,437
